epoch:0, train_loss:0.01324033801181745, vali_loss:0.006653027100482076
epoch:1, train_loss:0.007641408675696565, vali_loss:0.006529685903741565
epoch:2, train_loss:0.0076552534815988145, vali_loss:0.007417661592222026
epoch:3, train_loss:0.007634728279922059, vali_loss:0.0075132811374108615
epoch:4, train_loss:0.007611724137353079, vali_loss:0.006753994165289138
epoch:5, train_loss:0.005730660708747912, vali_loss:0.006465103224197972
epoch:6, train_loss:0.0045709722446507835, vali_loss:0.00456157778777803
epoch:7, train_loss:0.0045899837742099225, vali_loss:0.0038682886483406443
epoch:8, train_loss:0.004253733656006817, vali_loss:0.004182778707116894
epoch:9, train_loss:0.004149088789568277, vali_loss:0.004190581813519303
epoch:10, train_loss:0.004442200088989628, vali_loss:0.0053951143951659715
epoch:11, train_loss:0.004325489831154489, vali_loss:0.00392917209440687
epoch:12, train_loss:0.004272002963237495, vali_loss:0.0032950238366740653
epoch:13, train_loss:0.00427115422914216, vali_loss:0.004526172767833082
epoch:14, train_loss:0.004496542122435753, vali_loss:0.003767888739983189
epoch:15, train_loss:0.004120155177564042, vali_loss:0.00426263440668764
epoch:16, train_loss:0.00413549031160171, vali_loss:0.004269594716283286
epoch:17, train_loss:0.004234273492549265, vali_loss:0.003696462549366212
epoch:18, train_loss:0.003894758052740523, vali_loss:0.0038368703931660596
epoch:19, train_loss:0.003977118036309304, vali_loss:0.003987925723777153
epoch:20, train_loss:0.003941717687868255, vali_loss:0.00399815429894564
epoch:21, train_loss:0.004118073251252312, vali_loss:0.00388602399632671
epoch:22, train_loss:0.003920137231596027, vali_loss:0.0044291265722778105
epoch:23, train_loss:0.0040602066599347494, vali_loss:0.003734010221604775
epoch:24, train_loss:0.0039713512449318245, vali_loss:0.00404563967216139
epoch:25, train_loss:0.004066537913584874, vali_loss:0.00420097406782184
epoch:26, train_loss:0.003977031431098558, vali_loss:0.0047134771116866935
epoch:27, train_loss:0.0039577750741234975, vali_loss:0.003794271246685336
epoch:28, train_loss:0.004027866663672218, vali_loss:0.003875891751603275
epoch:29, train_loss:0.0038205017479156704, vali_loss:0.004222443655938453
epoch:30, train_loss:0.003993692262498225, vali_loss:0.003765254845752174
epoch:31, train_loss:0.00399067051910838, vali_loss:0.0038207445096405637
