epoch:0, train_loss:0.029200936207053017, vali_loss:0.005654949904419481
epoch:1, train_loss:0.006789354275133519, vali_loss:0.006229304650332779
epoch:2, train_loss:0.006509619928147003, vali_loss:0.005979489498713519
epoch:3, train_loss:0.0064631915172867595, vali_loss:0.005966751073719934
epoch:4, train_loss:0.006262558942944451, vali_loss:0.00569436771038454
epoch:5, train_loss:0.006024244595937489, vali_loss:0.0054116094834171236
epoch:6, train_loss:0.005716127918640268, vali_loss:0.005041756699210964
epoch:7, train_loss:0.005385923953144811, vali_loss:0.004631042864639312
epoch:8, train_loss:0.004847651746240444, vali_loss:0.003945952057256364
epoch:9, train_loss:0.0045032754565909276, vali_loss:0.00364974903059192
epoch:10, train_loss:0.004090282999914052, vali_loss:0.0032331035006791355
epoch:11, train_loss:0.004019605808980487, vali_loss:0.003221898607444018
epoch:12, train_loss:0.003657780829962576, vali_loss:0.003010052692843601
epoch:13, train_loss:0.0036054751371239037, vali_loss:0.0029462911217706276
epoch:14, train_loss:0.0035355698048988417, vali_loss:0.002849351028271485
epoch:15, train_loss:0.0035244816736053506, vali_loss:0.0029831134612322784
epoch:16, train_loss:0.0033584343732400157, vali_loss:0.0032839142899319996
epoch:17, train_loss:0.0034976726853528815, vali_loss:0.002876372105674818
epoch:18, train_loss:0.003499899320422628, vali_loss:0.0032112078668433243
epoch:19, train_loss:0.003463144315446698, vali_loss:0.0028464759714552203
epoch:20, train_loss:0.00340583938468626, vali_loss:0.002727070291439304
epoch:21, train_loss:0.003418661248861099, vali_loss:0.002943162627707352
epoch:22, train_loss:0.003371324315230595, vali_loss:0.0028526845017040614
epoch:23, train_loss:0.0033670187264760896, vali_loss:0.0031288554942875634
epoch:24, train_loss:0.0034190609510233116, vali_loss:0.0027769418036768913
epoch:25, train_loss:0.0033459049974680966, vali_loss:0.0028468746939324776
epoch:26, train_loss:0.0034294045624164936, vali_loss:0.0027881379017344445
epoch:27, train_loss:0.003346108292930694, vali_loss:0.002857423187379027
epoch:28, train_loss:0.003439378774464785, vali_loss:0.0028934458423464093
epoch:29, train_loss:0.0033440614807659585, vali_loss:0.003234503685962409
epoch:30, train_loss:0.0033289086892864363, vali_loss:0.0027941188291151775
epoch:31, train_loss:0.0033838567084899297, vali_loss:0.0028743116032273973
