,0,1,2,3,4
0,86,QPE_FC,Z=238R^1.57,Z=300R^1.4,Z=200R^1.6
1,ME,10.592539,12.282378,-1.3767376,5.302774
2,MAE,11.717884,14.066926,14.00034,12.341431
3,RMSE,13.560770091467255,15.607345983774005,21.327196351119824,15.275235168344944
4,CC,0.3446558799318099,0.43625635113418554,0.4282490723343854,0.43295383841235396
