,0,1,2,3,4
0,,ML,R=0.0576Z^0.557,Z=300R^1.4,Z=200R^1.6
1,ME,36.552834,26.769728,-14.014844,8.406788
2,MAE,36.552834,30.688578,35.86925,27.374413
3,RMSE,39.30100624407567,35.95347640799583,51.70577867925523,34.5542768246566
4,CC,0.39674889752531345,0.3535631106223186,0.33769482919815386,0.3469055850801696
