,0,1,2,3,4
0,5438,QPE_FC,Z=238R^1.57,Z=300R^1.4,Z=200R^1.6
1,ME,-0.20375702,-0.38458425,-0.34039253,-0.47952187
2,MAE,0.99161196,1.0662762,1.2462405,1.1800781
3,RMSE,2.2727779729563267,2.5269988353803554,4.2664369362337204,3.3618304128361993
4,CC,0.5665821837294972,0.5150903244162058,0.4022265626670127,0.46672112065884275
