,0,1,2,3,4
0,,ML,R=0.0576Z^0.557,Z=300R^1.4,Z=200R^1.6
1,ME,-0.07972582,-1.0984817,-2.2487297,-1.7876058
2,MAE,1.7504312,4.665452,5.9295154,5.3544025
3,RMSE,4.9989928184804135,10.814806388994919,17.663871592013475,13.564412487565118
4,CC,0.7555508953923722,0.694249674346838,0.6245216781391938,0.6681494848111257
